Service Line,Number of Shipments,Late time,Number of late departure
Barge01,289,94,2
Barge02,0,0,0
Barge03,105,0,0
Barge04,105,0,0
Barge05,0,0,0
Barge06,45,0,0
Barge07,17,182,1
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,217,574,3
Barge18,139,519,2
Barge19,115,0,0
Barge20,44,0,0
Barge21,119,446,2
Barge22,43,0,0
Barge23,134,15,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,352,85,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,265,339,1
Barge32,11,0,0
Barge33,116,0,0
Barge34,0,0,0
Barge35,144,0,0
Barge36,106,0,0
Barge37,36,0,0
Barge38,9,0,0
Barge39,403,136,3
Barge40,12,0,0
Barge41,51,0,0
Barge42,0,0,0
Barge43,0,252,1
Barge44,0,0,0
Barge45,341,74,3
Barge46,11,0,0
Barge47,63,0,0
Barge48,359,1936,3
Barge49,63,154,1
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,39,0,0
Train15,210,182,1
Train16,0,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,111,0,0
Train24,43,44,1
Train25,30,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,0,0
Train29,6,0,0
Train30,145,0,0
Train31,208,0,0
Train32,177,94,1
Train33,191,34,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,28,0,0
Truck34,0,0,0
