Service Line,Number of Shipments,Late time,Number of late departure
Barge01,216,305,2
Barge02,0,0,0
Barge03,105,0,0
Barge04,105,0,0
Barge05,8,245,1
Barge06,23,0,0
Barge07,31,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,330,232,3
Barge18,56,0,0
Barge19,69,264,1
Barge20,60,0,0
Barge21,131,0,0
Barge22,31,0,0
Barge23,134,15,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,330,63,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,360,261,3
Barge32,11,0,0
Barge33,124,299,1
Barge34,0,0,0
Barge35,144,0,0
Barge36,98,0,0
Barge37,36,0,0
Barge38,9,211,1
Barge39,330,79,2
Barge40,38,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,341,74,3
Barge46,11,198,1
Barge47,63,0,0
Barge48,367,106,2
Barge49,41,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,39,76,1
Train15,210,0,0
Train16,0,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,111,0,0
Train24,43,0,0
Train25,30,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,0,0
Train29,6,0,0
Train30,145,0,0
Train31,200,230,1
Train32,177,182,1
Train33,199,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,529,2
Truck30,16,296,1
Truck31,0,0,0
Truck32,7,0,0
Truck33,28,0,0
Truck34,0,0,0
