Service Line,Number of Shipments,Late time,Number of late departure
Barge01,316,36,2
Barge02,0,0,0
Barge03,114,0,0
Barge04,105,0,0
Barge05,8,388,2
Barge06,37,517,2
Barge07,17,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,266,533,3
Barge18,120,0,0
Barge19,68,0,0
Barge20,61,17,1
Barge21,131,262,1
Barge22,31,0,0
Barge23,107,0,0
Barge24,9,0,0
Barge25,0,0,0
Barge26,348,81,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,235,592,2
Barge32,11,0,0
Barge33,124,0,0
Barge34,0,0,0
Barge35,131,0,0
Barge36,111,0,0
Barge37,36,0,0
Barge38,9,0,0
Barge39,430,136,3
Barge40,38,2696,1
Barge41,80,0,0
Barge42,0,0,0
Barge43,0,237,1
Barge44,0,0,0
Barge45,312,50,2
Barge46,11,0,0
Barge47,87,0,0
Barge48,353,287,2
Barge49,66,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,39,209,1
Train15,210,0,0
Train16,25,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,111,0,0
Train24,0,0,0
Train25,30,0,0
Train26,57,0,0
Train27,0,0,0
Train28,28,0,0
Train29,6,144,1
Train30,124,0,0
Train31,175,0,0
Train32,177,0,0
Train33,199,275,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,41,1
Truck30,21,41,1
Truck31,0,0,0
Truck32,7,0,0
Truck33,28,0,0
Truck34,0,0,0
