Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,430.62,84.0,120.66,73.97,709.24,"['Barge01', 'Barge39']",No,0,0,0
Request10,617.17,588.0,427.05,0.0,1632.21,"['Barge26', 'Train32']",No,0,0,0
Request100,264.98,78.0,163.51,0.0,506.5,['Barge35'],Yes,0,1,0
Request101,200.0,120.0,316.78,0.0,636.78,['Barge31'],No,0,0,0
Request102,2333.2,1008.0,732.08,0.0,4073.28,"['Barge26', 'Train32']",No,0,0,0
Request103,391.6,96.0,130.44,0.0,618.04,"['Barge33', 'Barge48']",Yes,0,2,0
Request104,179.07,48.0,100.62,0.0,327.69,['Barge35'],Yes,0,1,0
Request105,775.83,1050.0,1465.26,0.0,3291.1,"['Barge17', 'Truck29.20']",No,0,0,0
Request106,938.2,504.0,1523.41,0.0,2965.61,"['Barge35', 'Train31']",Yes,0,2,0
Request107,1340.52,138.0,235.72,0.0,1714.24,['Barge28'],Yes,0,1,0
Request108,396.0,540.0,2339.44,0.0,3275.44,['Train15'],No,0,0,0
Request109,562.8,168.0,221.74,0.0,952.54,"['Barge06', 'Barge48']",Yes,0,2,0
Request11,1046.25,180.0,237.58,0.0,1463.83,"['Barge04', 'Barge48']",Yes,0,1,0
Request110,379.95,378.0,274.53,0.0,1032.48,"['Barge26', 'Train32']",No,0,0,0
Request111,6224.5,1260.0,1143.18,2015.5,10643.18,"['Barge23', 'Train30']",Yes,1,1,0
Request112,1952.33,420.0,385.72,861.83,3619.88,"['Barge36', 'Train30']",Yes,1,1,0
Request113,257.67,480.0,623.37,0.0,1361.04,"['Barge07', 'Barge48', 'Truck33.39']",Yes,0,2,0
Request114,312.3,378.0,362.46,0.0,1052.76,"['Barge45', 'Truck32.22']",No,0,0,0
Request115,183.6,324.0,1403.66,0.0,1911.26,['Train15'],No,0,0,0
Request116,640.0,96.0,253.42,0.0,989.42,['Barge31'],No,0,0,0
Request117,316.43,132.0,276.71,0.0,725.15,['Barge35'],Yes,0,1,0
Request118,771.0,540.0,2339.44,0.0,3650.44,['Train15'],No,0,0,0
Request119,1778.4,936.0,4055.02,931.67,7701.09,['Train15'],No,0,0,0
Request12,131.7,378.0,806.49,0.0,1316.19,"['Barge17', 'Truck30.1']",No,0,0,0
Request120,117.25,240.0,314.02,0.0,671.27,"['Barge33', 'Barge48', 'Truck33.40']",Yes,0,2,0
Request121,772.33,588.0,833.22,0.0,2193.55,"['Train26', 'Barge49']",Yes,0,1,0
Request122,599.08,156.0,205.91,0.0,960.99,"['Barge05', 'Barge48']",Yes,0,2,0
Request123,165.6,336.0,322.19,0.0,823.79,"['Barge45', 'Truck32.24']",No,0,0,0
Request124,200.4,216.0,935.77,0.0,1352.17,['Train15'],No,0,0,0
Request125,229.05,432.0,565.23,0.0,1226.28,"['Barge33', 'Barge48', 'Truck33.41']",Yes,0,2,0
Request126,1706.98,966.0,701.58,0.0,3374.56,"['Barge26', 'Train32']",No,0,0,0
Request127,1847.07,336.0,443.49,0.0,2626.56,"['Barge04', 'Barge48']",Yes,0,2,0
Request128,1101.6,714.0,2013.08,38.82,3867.49,"['Barge45', 'Train33']",No,0,0,0
Request129,245.1,378.0,1142.55,0.0,1765.65,"['Barge36', 'Train31']",Yes,0,1,0
Request13,168.6,252.0,169.05,0.0,589.65,"['Barge36', 'Train29']",No,0,0,0
