Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,429.92,84.0,120.66,70.23,704.81,"['Barge01', 'Barge39']",Yes,0,2,0
Request10,609.0,588.0,427.05,0.0,1624.05,"['Barge26', 'Train32']",No,0,0,0
Request100,195.0,78.0,163.51,0.0,436.51,['Barge35'],No,0,0,0
Request101,200.67,120.0,316.78,0.0,637.44,['Barge31'],No,0,0,0
Request102,6343.6,1152.0,754.44,3476.4,11726.44,"['Barge05', 'Barge48', 'Train32']",Yes,0,6,1
Request103,355.6,96.0,130.44,0.0,582.04,"['Barge33', 'Barge48']",No,0,0,0
Request104,136.0,48.0,100.62,0.0,284.62,['Barge35'],No,0,0,0
Request105,2400.83,150.0,395.97,1014.17,3960.97,['Barge31'],No,0,0,0
Request106,1102.0,936.0,2797.14,20.6,4855.74,"['Barge33', 'Truck26.27', 'Train33']",Yes,0,1,1
Request107,1311.0,138.0,235.72,0.0,1684.72,['Barge28'],No,0,0,0
Request108,330.0,540.0,2339.44,0.0,3209.44,['Train15'],No,0,0,0
Request109,500.5,168.0,221.74,0.0,890.24,"['Barge06', 'Barge48']",No,0,0,0
Request11,938.25,180.0,237.58,0.0,1355.83,"['Barge04', 'Barge48']",No,0,0,0
Request110,243.0,324.0,655.04,0.0,1222.04,['Train14'],Yes,0,0,1
Request111,1166.0,1260.0,1143.18,0.0,3569.18,"['Barge23', 'Train30']",No,0,0,0
Request112,268.33,420.0,385.72,0.0,1074.05,"['Barge36', 'Train30']",No,0,0,0
Request113,576.5,420.0,305.03,106.83,1408.37,"['Barge26', 'Train32']",Yes,0,2,0
Request114,312.3,378.0,362.46,0.0,1052.76,"['Barge45', 'Truck32.16']",No,0,0,0
Request115,144.0,324.0,1403.66,0.0,1871.66,['Train15'],No,0,0,0
Request116,640.53,96.0,253.42,0.0,989.96,['Barge31'],No,0,0,0
Request117,198.0,132.0,276.71,0.0,606.71,['Barge35'],No,0,0,0
Request118,705.0,540.0,2339.44,0.0,3584.44,['Train15'],No,0,0,0
