Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,448.12,84.0,120.66,87.85,740.62,"['Barge01', 'Barge39']",Yes,0,1,0
Request10,607.37,588.0,427.05,0.0,1622.41,"['Barge26', 'Train32']",No,0,0,0
Request100,197.82,78.0,163.51,0.0,439.33,['Barge35'],No,0,0,0
Request101,200.67,120.0,316.78,0.0,637.44,['Barge31'],No,0,0,0
Request102,2266.4,1152.0,754.44,0.0,4172.84,"['Barge04', 'Barge48', 'Train32']",Yes,0,0,1
Request103,363.33,96.0,130.44,0.0,589.77,"['Barge33', 'Barge48']",No,0,0,0
Request104,137.73,48.0,100.62,0.0,286.36,['Barge35'],No,0,0,0
Request105,2400.83,150.0,395.97,1014.17,3960.97,['Barge31'],No,0,0,0
Request106,4991.8,576.0,1443.36,4050.0,11061.16,"['Barge33', 'Barge48', 'Train33']",Yes,2,1,0
Request107,1311.0,138.0,235.72,0.0,1684.72,['Barge28'],No,0,0,0
Request108,330.0,540.0,2339.44,0.0,3209.44,['Train15'],No,0,0,0
Request109,517.07,168.0,221.74,0.0,906.81,"['Barge06', 'Barge48']",No,0,0,0
Request11,953.5,180.0,237.58,0.0,1371.08,"['Barge04', 'Barge48']",Yes,0,1,0
Request110,389.1,378.0,274.53,0.0,1041.63,"['Barge26', 'Train32']",Yes,0,1,0
Request111,1184.5,1260.0,1143.18,0.0,3587.68,"['Barge22', 'Train30']",Yes,0,1,1
Request112,272.33,420.0,385.72,0.0,1078.05,"['Barge36', 'Train30']",Yes,0,2,0
Request113,225.0,480.0,623.37,0.0,1328.37,"['Barge07', 'Barge48', 'Truck33.32']",Yes,0,0,1
Request114,310.5,378.0,362.46,0.0,1050.96,"['Barge45', 'Truck32.33']",Yes,0,1,0
Request115,144.0,324.0,1403.66,0.0,1871.66,['Train15'],No,0,0,0
Request116,640.53,96.0,253.42,0.0,989.96,['Barge31'],No,0,0,0
Request117,202.77,132.0,276.71,0.0,611.48,['Barge35'],No,0,0,0
Request118,705.0,540.0,2339.44,0.0,3584.44,['Train15'],No,0,0,0
Request119,1664.0,936.0,4055.02,817.27,7472.29,['Train15'],No,0,0,0
Request12,130.5,378.0,806.49,0.0,1314.99,"['Barge17', 'Truck30.1']",No,0,0,0
Request120,937.42,240.0,314.02,687.5,2178.93,"['Barge33', 'Barge48', 'Truck33.34']",Yes,1,1,0
Request121,731.5,588.0,833.22,0.0,2152.72,"['Train26', 'Barge49']",Yes,0,1,0
Request122,553.58,156.0,205.91,0.0,915.49,"['Barge05', 'Barge48']",No,0,0,0
Request123,164.0,336.0,322.19,0.0,822.19,"['Barge45', 'Truck32.35']",Yes,0,1,0
Request124,174.0,216.0,935.77,0.0,1325.78,['Train15'],No,0,0,0
Request125,197.25,432.0,565.23,0.0,1194.48,"['Barge33', 'Barge48', 'Truck33.36']",Yes,0,1,0
Request126,1623.8,966.0,876.43,0.0,3466.23,"['Barge19', 'Train30']",Yes,0,0,1
Request127,1744.4,336.0,443.49,0.0,2523.89,"['Barge04', 'Barge48']",No,0,0,0
Request128,1028.5,816.0,6002.72,0.0,7847.22,"['Barge41', 'Barge47', 'Truck31.43']",Yes,0,3,1
Request129,245.1,378.0,1142.55,0.0,1765.65,"['Barge36', 'Train31']",Yes,0,2,0
Request13,42.0,216.0,343.12,0.0,601.12,['Train21'],Yes,0,0,1
Request130,966.0,504.0,2183.48,0.0,3653.48,['Train15'],No,0,0,0
Request131,5414.07,1092.0,1002.86,2728.7,10237.63,"['Barge36', 'Train30']",Yes,1,2,0
Request132,495.0,396.0,1715.59,0.0,2606.59,['Train16'],No,0,0,0
Request133,1523.17,798.0,2412.06,0.0,4733.23,"['Barge36', 'Train31']",Yes,0,1,1
Request134,412.5,1800.0,9179.41,0.0,11391.91,"['Train26', 'Truck34.57']",Yes,0,0,1
Request135,488.0,288.0,1247.7,0.0,2023.7,['Train15'],No,0,0,0
Request136,110.53,96.0,137.89,0.0,344.42,"['Barge01', 'Barge39']",No,0,0,0
