Service Line,Number of Shipments,Late time,Number of late departure
Barge01,235,62,1
Barge02,0,0,0
Barge03,53,0,0
Barge04,54,0,0
Barge05,83,2109,1
Barge06,36,0,0
Barge07,39,182,1
Barge08,72,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,67,0,0
Barge18,43,104,1
Barge19,170,34,1
Barge20,221,3,1
Barge21,84,265,1
Barge22,22,0,0
Barge23,191,11,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,436,169,3
Barge27,41,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,195,246,2
Barge32,24,0,0
Barge33,145,0,0
Barge34,0,0,0
Barge35,170,0,0
Barge36,89,0,0
Barge37,27,0,0
Barge38,9,0,0
Barge39,287,57,1
Barge40,0,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,379,112,3
Barge46,11,0,0
Barge47,67,0,0
Barge48,378,1871,3
Barge49,178,169,2
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,210,182,1
Train16,11,0,0
Train17,0,0,0
Train18,45,0,0
Train19,9,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,50,0,0
Train24,43,44,1
Train25,30,0,0
Train26,14,0,0
Train27,26,58,1
Train28,0,0,0
Train29,11,0,0
Train30,190,0,1
Train31,190,0,0
Train32,228,94,1
Train33,242,34,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,27,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,23,0,0
Truck30,17,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,17,0,0
