Service Line,Number of Shipments,Late time,Number of late departure
Barge01,306,36,2
Barge02,0,0,0
Barge03,53,0,0
Barge04,91,0,0
Barge05,86,0,0
Barge06,76,0,0
Barge07,7,0,0
Barge08,77,2515,2
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,246,7,1
Barge18,70,0,0
Barge19,34,0,0
Barge20,44,0,0
Barge21,117,0,0
Barge22,0,0,0
Barge23,206,11,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,244,271,2
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,310,53,2
Barge32,24,0,0
Barge33,100,0,0
Barge34,0,0,0
Barge35,132,0,0
Barge36,160,237,2
Barge37,27,0,0
Barge38,9,0,0
Barge39,414,120,3
Barge40,30,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,379,112,3
Barge46,11,0,0
Barge47,129,329,3
Barge48,176,819,1
Barge49,25,67,1
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,40,0,0
Train15,210,0,0
Train16,41,0,0
Train17,0,0,0
Train18,0,0,0
Train19,28,227,1
Train20,0,0,0
Train21,0,0,0
Train22,12,0,0
Train23,47,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,7,0,0
Train28,154,0,0
Train29,25,0,0
Train30,262,0,2
Train31,207,212,1
Train32,202,7,1
Train33,188,249,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,17,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,17,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,17,0,0
Truck34,10,0,0
