Service Line,Number of Shipments,Late time,Number of late departure
Barge01,146,1,1
Barge02,0,0,0
Barge03,53,0,0
Barge04,54,0,0
Barge05,54,0,0
Barge06,24,0,0
Barge07,15,0,0
Barge08,20,0,0
Barge09,30,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,261,16,2
Barge18,43,0,0
Barge19,98,0,0
Barge20,71,0,0
Barge21,155,0,0
Barge22,22,0,0
Barge23,143,6,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,521,668,4
Barge27,28,0,0
Barge28,23,479,2
Barge29,0,0,0
Barge30,0,0,0
Barge31,310,53,2
Barge32,24,0,0
Barge33,140,392,1
Barge34,0,0,0
Barge35,102,119,1
Barge36,60,0,0
Barge37,27,0,0
Barge38,9,0,0
Barge39,254,56,1
Barge40,30,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,379,112,3
Barge46,11,0,0
Barge47,98,0,0
Barge48,311,65,2
Barge49,129,321,1
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,5,948,1
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,210,0,0
Train16,11,0,0
Train17,10,0,0
Train18,35,0,0
Train19,21,0,0
Train20,8,0,0
Train21,0,0,0
Train22,28,0,0
Train23,75,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,0,0
Train29,30,0,0
Train30,159,22,1
Train31,132,0,0
Train32,182,203,1
Train33,242,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,0,0
Truck31,9,226,1
Truck32,27,0,0
Truck33,24,0,0
Truck34,17,0,0
