Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,429.92,84.0,120.66,76.07,710.64,"['Barge01', 'Barge39']",No,0,0,0
Request10,613.43,588.0,427.05,0.0,1628.48,"['Barge26', 'Train32']",Yes,0,1,0
Request100,233.35,78.0,163.51,0.0,474.86,['Barge35'],Yes,0,1,0
Request101,200.67,120.0,316.78,0.0,637.44,['Barge31'],No,0,0,0
Request102,2391.2,1008.0,1609.74,0.0,5008.94,"['Barge26', 'Train32']",Yes,0,2,0
Request103,362.93,96.0,137.95,0.0,596.88,"['Barge33', 'Barge48']",No,0,0,0
Request104,159.6,48.0,100.62,0.0,308.22,['Barge35'],Yes,0,1,0
Request105,2400.83,150.0,395.97,1014.17,3960.97,['Barge31'],No,0,0,0
Request106,974.8,576.0,1454.62,65.0,3070.42,"['Barge33', 'Barge48', 'Train33']",Yes,0,1,0
Request107,1311.0,138.0,235.72,0.0,1684.72,['Barge28'],No,0,0,0
Request108,374.25,540.0,2339.44,0.0,3253.69,['Train15'],No,0,0,0
Request109,515.43,168.0,234.89,0.0,918.32,"['Barge06', 'Barge48']",Yes,0,1,0
Request11,938.25,180.0,237.58,0.0,1355.83,"['Barge04', 'Barge48']",Yes,0,1,0
Request110,401.7,378.0,603.65,0.0,1383.35,"['Barge26', 'Train32']",Yes,0,2,0
Request111,6343.0,1260.0,1923.57,2255.5,11782.07,"['Barge23', 'Train30']",Yes,0,2,0
Request112,268.33,420.0,385.72,0.0,1074.05,"['Barge36', 'Train30']",Yes,0,1,0
Request113,586.33,420.0,670.72,197.5,1874.56,"['Barge26', 'Train32']",Yes,0,2,0
Request114,312.3,378.0,362.46,0.0,1052.76,"['Barge45', 'Truck32.16']",No,0,0,0
Request115,170.55,324.0,1403.66,0.0,1898.21,['Train15'],No,0,0,0
Request116,640.53,96.0,253.42,0.0,989.96,['Barge31'],No,0,0,0
Request117,262.9,132.0,276.71,0.0,671.61,['Barge35'],Yes,0,1,0
Request118,749.25,540.0,2339.44,0.0,3628.69,['Train15'],No,0,0,0
Request119,1740.7,936.0,4055.02,893.97,7625.69,['Train15'],No,0,0,0
Request12,130.5,378.0,806.49,0.0,1314.99,"['Barge17', 'Truck30.1']",No,0,0,0
Request120,99.33,240.0,318.71,0.0,658.04,"['Barge33', 'Barge48', 'Truck33.17']",No,0,0,0
Request121,731.5,588.0,833.22,0.0,2152.72,"['Train26', 'Barge49']",No,0,0,0
Request122,555.1,156.0,218.11,0.0,929.21,"['Barge05', 'Barge48']",No,0,0,0
Request123,165.6,336.0,322.19,0.0,823.79,"['Barge45', 'Truck32.18']",No,0,0,0
Request124,191.7,216.0,935.77,0.0,1343.48,['Train15'],No,0,0,0
Request125,196.8,432.0,573.68,0.0,1202.48,"['Barge33', 'Barge48', 'Truck33.19']",No,0,0,0
Request126,5575.97,966.0,1474.73,2327.22,10343.92,"['Barge23', 'Train30']",Yes,0,2,0
Request127,1752.33,336.0,469.77,0.0,2558.11,"['Barge04', 'Barge48']",No,0,0,0
Request128,232.9,714.0,6085.88,0.0,7032.78,"['Barge45', 'Truck34.20']",No,0,0,0
Request129,241.5,378.0,1142.55,0.0,1762.05,"['Barge36', 'Train31']",Yes,0,1,0
Request13,168.1,252.0,169.05,0.0,589.15,"['Barge36', 'Train29']",No,0,0,0
Request130,1007.3,504.0,2183.48,0.0,3694.78,['Train15'],No,0,0,0
Request131,1035.67,1092.0,1002.86,0.0,3130.53,"['Barge36', 'Train30']",Yes,0,1,0
Request132,495.0,396.0,1715.59,0.0,2606.59,['Train16'],No,0,0,0
Request133,1580.8,798.0,2412.06,0.0,4790.86,"['Barge35', 'Train31']",No,0,0,0
Request134,1310.42,1800.0,3769.09,0.0,6879.51,"['Train24', 'Train31']",Yes,0,1,0
Request135,488.0,288.0,1247.7,0.0,2023.7,['Train15'],No,0,0,0
Request136,108.0,96.0,137.89,0.0,341.89,"['Barge01', 'Barge39']",No,0,0,0
Request137,1660.5,324.0,465.38,379.8,2829.68,"['Barge01', 'Barge39']",No,0,0,0
Request138,2648.1,1092.0,3078.83,1778.4,8597.33,"['Barge45', 'Train33']",No,0,0,0
