Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,429.92,84.0,120.66,76.07,710.64,"['Barge01', 'Barge39']",No,0,0,0
Request10,607.37,588.0,427.05,0.0,1622.41,"['Barge26', 'Train32']",No,0,0,0
Request100,195.0,78.0,163.51,0.0,436.51,['Barge35'],No,0,0,0
Request101,200.67,120.0,320.86,0.0,641.53,['Barge31'],No,0,0,0
Request102,2332.0,1008.0,732.08,0.0,4072.08,"['Barge26', 'Train32']",Yes,0,1,0
Request103,362.8,96.0,130.44,0.0,589.24,"['Barge33', 'Barge48']",No,0,0,0
Request104,136.0,48.0,100.62,0.0,284.62,['Barge35'],No,0,0,0
Request105,2400.83,150.0,401.07,1022.5,3974.41,['Barge31'],No,0,0,0
Request106,957.0,576.0,1443.36,28.6,3004.96,"['Barge33', 'Barge48', 'Train33']",Yes,0,1,0
Request107,1311.0,138.0,308.94,0.0,1757.94,['Barge28'],No,0,0,0
Request108,387.0,540.0,2339.44,0.0,3266.44,['Train15'],No,0,0,0
Request109,515.2,168.0,221.74,0.0,904.94,"['Barge06', 'Barge48']",No,0,0,0
Request11,945.5,180.0,237.58,0.0,1363.08,"['Barge05', 'Barge48']",Yes,0,0,1
Request110,379.5,378.0,274.53,0.0,1032.03,"['Barge26', 'Train32']",Yes,0,1,0
Request111,1184.5,1260.0,1143.18,0.0,3587.68,"['Barge22', 'Train30']",Yes,0,0,1
Request112,70.0,360.0,779.81,0.0,1209.81,['Train22'],Yes,0,0,1
Request113,223.67,480.0,623.37,0.0,1327.04,"['Barge07', 'Barge48', 'Truck33.33']",Yes,0,0,1
Request114,310.5,378.0,362.46,0.0,1050.96,"['Barge45', 'Truck32.34']",Yes,0,1,0
Request115,178.2,324.0,1403.66,0.0,1905.86,['Train15'],No,0,0,0
Request116,640.53,96.0,256.69,0.0,993.22,['Barge31'],No,0,0,0
Request117,198.0,132.0,276.71,0.0,606.71,['Barge35'],No,0,0,0
Request118,762.0,540.0,2339.44,0.0,3641.44,['Train15'],No,0,0,0
Request119,1762.8,936.0,4055.02,916.07,7669.89,['Train15'],No,0,0,0
Request12,184.5,378.0,806.49,0.0,1368.99,"['Barge18', 'Truck30.15']",Yes,0,0,1
Request120,99.25,240.0,314.02,0.0,653.27,"['Barge33', 'Barge48', 'Truck33.35']",Yes,0,1,0
Request121,731.5,588.0,833.22,0.0,2152.72,"['Train26', 'Barge49']",Yes,0,1,0
Request122,554.88,156.0,205.91,0.0,916.79,"['Barge05', 'Barge48']",No,0,0,0
Request123,164.0,336.0,322.19,0.0,822.19,"['Barge45', 'Truck32.36']",Yes,0,1,0
Request124,196.8,216.0,935.77,0.0,1348.57,['Train15'],No,0,0,0
Request125,196.65,432.0,565.23,0.0,1193.88,"['Barge33', 'Barge48', 'Truck33.37']",Yes,0,1,0
Request126,1623.8,966.0,876.43,0.0,3466.23,"['Barge23', 'Train30']",Yes,0,1,0
Request127,1751.87,336.0,443.49,0.0,2531.36,"['Barge04', 'Barge48']",No,0,0,0
Request128,229.5,714.0,5515.33,0.0,6458.83,"['Barge45', 'Truck34.38']",Yes,0,1,0
Request129,63.0,324.0,1450.45,0.0,1837.45,['Train23'],Yes,0,0,1
Request13,168.1,252.0,169.05,0.0,589.15,"['Barge36', 'Train29']",No,0,0,0
Request130,1019.2,504.0,2183.48,0.0,3706.68,['Train15'],No,0,0,0
Request131,520.0,936.0,2027.51,0.0,3483.51,['Train22'],Yes,0,0,1
Request132,495.0,396.0,1715.59,0.0,2606.59,['Train16'],No,0,0,0
Request133,1523.17,798.0,2412.06,0.0,4733.23,"['Barge36', 'Train31']",Yes,0,2,1
