Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,429.92,84.0,120.66,76.07,710.64,"['Barge01', 'Barge39']",No,0,0,0
Request10,607.37,588.0,745.49,0.0,1940.85,"['Barge26', 'Train32']",Yes,0,1,0
Request100,212.33,78.0,192.43,0.0,482.76,['Barge35'],Yes,0,1,0
Request101,209.67,120.0,325.14,0.0,654.81,['Barge31'],No,0,0,0
Request102,2339.2,1008.0,732.08,0.0,4079.28,"['Barge26', 'Train32']",Yes,0,2,0
Request103,360.67,96.0,130.44,0.0,587.1,"['Barge33', 'Barge48']",No,0,0,0
Request104,146.67,48.0,118.42,0.0,313.08,['Barge35'],Yes,0,1,0
Request105,2412.08,150.0,406.43,1053.75,4022.26,['Barge31'],No,0,0,0
Request106,953.4,576.0,1443.36,24.8,2997.56,"['Barge33', 'Barge48', 'Train33']",Yes,0,1,0
Request107,1311.0,138.0,235.72,0.0,1684.72,['Barge28'],No,0,0,0
Request108,330.0,540.0,2339.44,0.0,3209.44,['Train15'],No,0,0,0
Request109,515.43,168.0,221.74,0.0,905.18,"['Barge06', 'Barge48']",No,0,0,0
Request11,938.25,180.0,237.58,0.0,1355.83,"['Barge04', 'Barge48']",No,0,0,0
Request110,345.0,378.0,342.95,0.0,1065.95,"['Barge22', 'Train30']",Yes,0,0,1
Request111,1180.0,1260.0,1143.18,0.0,3583.18,"['Barge22', 'Train30']",Yes,0,1,1
Request112,266.83,420.0,385.72,0.0,1072.55,"['Barge36', 'Train30']",Yes,0,2,0
Request113,564.67,420.0,305.03,116.83,1406.53,"['Barge26', 'Train32']",Yes,0,2,0
Request114,347.7,378.0,362.46,0.0,1088.16,"['Barge45', 'Truck32.37']",Yes,0,1,0
Request115,144.0,324.0,1403.66,0.0,1871.66,['Train15'],No,0,0,0
Request116,647.73,96.0,260.12,0.0,1003.85,['Barge31'],No,0,0,0
Request117,227.33,132.0,325.65,0.0,684.98,['Barge35'],Yes,0,1,0
Request118,705.0,540.0,2339.44,0.0,3584.44,['Train15'],No,0,0,0
Request119,1664.0,936.0,4055.02,817.27,7472.29,['Train15'],No,0,0,0
Request12,130.5,378.0,806.49,0.0,1314.99,"['Barge17', 'Truck30.1']",No,0,0,0
Request120,97.92,240.0,314.02,0.0,651.93,"['Barge33', 'Barge48', 'Truck33.41']",Yes,0,1,0
Request121,781.9,588.0,891.28,0.0,2261.18,"['Train26', 'Barge49']",Yes,0,2,0
Request122,555.1,156.0,205.91,0.0,917.01,"['Barge05', 'Barge48']",No,0,0,0
Request123,197.07,336.0,322.19,0.0,855.26,"['Barge45', 'Truck32.38']",Yes,0,1,0
Request124,174.0,216.0,935.77,0.0,1325.78,['Train15'],No,0,0,0
Request125,194.25,432.0,565.23,0.0,1191.48,"['Barge33', 'Barge48', 'Truck33.42']",Yes,0,1,0
Request126,1617.67,966.0,876.43,0.0,3460.1,"['Barge19', 'Train30']",Yes,0,0,1
Request127,1752.33,336.0,443.49,0.0,2531.82,"['Barge04', 'Barge48']",No,0,0,0
Request128,299.77,714.0,5515.33,0.0,6529.1,"['Barge45', 'Truck34.39']",Yes,0,1,0
Request129,240.15,378.0,1142.55,0.0,1760.7,"['Barge36', 'Train31']",Yes,0,2,0
Request13,42.0,216.0,343.12,0.0,601.12,['Train21'],Yes,0,0,1
Request130,966.0,504.0,2183.48,0.0,3653.48,['Train15'],No,0,0,0
Request131,520.0,936.0,2027.51,0.0,3483.51,['Train22'],Yes,0,0,1
Request132,495.0,396.0,1715.59,0.0,2606.59,['Train16'],No,0,0,0
Request133,1517.15,798.0,2490.85,0.0,4806.0,"['Barge35', 'Train31']",No,0,0,0
Request134,1226.67,1800.0,3872.77,0.0,6899.44,"['Train24', 'Train31']",No,0,0,0
Request135,488.0,288.0,1247.7,0.0,2023.7,['Train15'],No,0,0,0
Request136,108.0,96.0,137.89,0.0,341.89,"['Barge01', 'Barge39']",No,0,0,0
Request137,1660.5,324.0,465.38,379.8,2829.68,"['Barge01', 'Barge39']",No,0,0,0
Request138,2648.1,1092.0,3078.83,1778.4,8597.33,"['Barge45', 'Train33']",No,0,0,0
Request139,396.0,54.0,96.43,0.0,546.43,['Barge38'],No,0,0,0
Request14,810.0,162.0,415.07,0.0,1387.07,['Barge37'],No,0,0,0
Request140,385.0,120.0,172.36,0.0,677.36,"['Barge01', 'Barge39']",No,0,0,0
Request141,392.13,714.0,1523.36,0.0,2629.5,"['Barge17', 'Truck30.58']",Yes,0,1,0
Request142,1132.5,180.0,258.55,0.0,1571.05,"['Barge01', 'Barge39']",No,0,0,0
Request143,2778.1,1092.0,3078.83,0.0,6948.93,"['Barge45', 'Train33']",No,0,0,0
Request144,516.0,288.0,413.67,0.0,1217.67,"['Barge01', 'Barge39']",No,0,0,0
Request145,84.25,30.0,79.19,0.0,193.44,['Barge31'],No,0,0,0
Request146,1444.05,324.0,465.38,0.0,2233.43,"['Barge26', 'Barge49']",Yes,0,1,1
Request147,2254.75,348.0,459.33,647.67,3709.74,"['Barge03', 'Barge48']",No,0,0,0
Request148,805.0,168.0,241.31,0.0,1214.31,"['Barge01', 'Barge39']",No,0,0,0
Request149,266.5,546.0,1164.92,0.0,1977.42,"['Barge19', 'Truck30.45']",No,0,0,0
Request15,150.0,90.0,181.68,0.0,421.68,['Barge17'],No,0,0,0
Request150,81.0,252.0,537.66,0.0,870.66,"['Barge19', 'Truck30.46']",No,0,0,0
Request151,716.65,66.0,158.85,0.0,941.5,['Barge45'],No,0,0,0
Request152,687.87,168.0,339.14,0.0,1195.01,['Barge17'],Yes,0,1,0
Request153,120.98,84.0,110.87,0.0,315.86,"['Barge07', 'Barge48']",No,0,0,0
Request154,174.0,504.0,1075.32,0.0,1753.32,"['Barge19', 'Truck30.47']",No,0,0,0
Request155,261.0,174.0,351.25,0.0,786.25,['Barge21'],No,0,0,0
Request156,538.07,588.0,1664.35,19.6,2810.02,"['Barge26', 'Train33']",Yes,0,1,0
Request157,207.5,60.0,86.18,0.0,353.68,"['Barge01', 'Barge39']",No,0,0,0
Request158,513.5,156.0,224.07,0.0,893.57,"['Barge01', 'Barge39']",No,0,0,0
Request159,649.6,144.0,357.77,0.0,1151.37,['Barge26'],No,0,0,0
Request16,2840.93,132.0,317.71,1585.1,4875.74,['Barge45'],Yes,0,1,0
Request160,200.0,150.0,302.8,0.0,652.8,['Barge18'],Yes,0,0,1
Request161,579.5,798.0,1122.45,0.0,2499.95,"['Barge35', 'Truck29.48']",No,0,0,0
Request162,243.0,162.0,327.03,0.0,732.03,['Barge21'],No,0,0,0
Request163,178.75,150.0,361.03,0.0,689.78,['Barge45'],No,0,0,0
Request164,227.5,60.0,86.18,0.33,374.02,"['Barge01', 'Barge39']",No,0,0,0
Request165,221.55,294.0,281.92,0.0,797.47,"['Barge45', 'Truck32.49']",No,0,0,0
Request166,815.73,168.0,228.27,0.0,1212.0,"['Barge33', 'Barge48']",No,0,0,0
Request167,430.5,882.0,1881.8,0.0,3194.3,"['Barge19', 'Truck30.50']",No,0,0,0
Request168,1067.0,180.0,363.36,0.0,1610.36,['Barge17'],Yes,0,1,0
