Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,429.92,84.0,120.66,76.07,710.64,"['Barge01', 'Barge39']",No,0,0,0
Request10,629.53,588.0,427.05,0.0,1644.58,"['Barge26', 'Train32']",Yes,0,2,0
Request100,195.0,78.0,163.51,0.0,436.51,['Barge35'],No,0,0,0
Request101,200.67,120.0,316.78,0.0,637.44,['Barge31'],No,0,0,0
Request102,2331.6,1008.0,732.08,0.0,4071.68,"['Barge26', 'Train32']",Yes,0,1,0
Request103,363.2,96.0,130.44,0.0,589.64,"['Barge33', 'Barge48']",Yes,0,2,0
Request104,136.0,48.0,100.62,0.0,284.62,['Barge35'],No,0,0,0
Request105,2400.83,150.0,395.97,1014.17,3960.97,['Barge31'],No,0,0,0
Request106,974.2,576.0,3915.54,0.0,5465.74,"['Barge33', 'Barge48', 'Truck34.43']",Yes,0,3,1
Request107,2006.37,138.0,235.72,0.0,2380.09,['Barge28'],No,0,0,0
Request108,330.0,540.0,2339.44,0.0,3209.44,['Train15'],No,0,0,0
Request109,507.27,168.0,221.74,0.0,897.01,"['Barge07', 'Barge48']",Yes,0,1,1
Request11,1039.5,180.0,237.58,0.0,1457.08,"['Barge04', 'Barge48']",Yes,0,1,0
Request110,379.35,378.0,274.53,0.0,1031.88,"['Barge26', 'Train32']",Yes,0,1,0
Request111,6224.5,1260.0,1143.18,2022.0,10649.68,"['Barge23', 'Train30']",Yes,0,1,0
Request112,268.33,420.0,385.72,0.0,1074.05,"['Barge36', 'Train30']",No,0,0,0
Request113,561.5,420.0,305.03,118.33,1404.87,"['Barge26', 'Train32']",Yes,0,1,0
Request114,312.3,378.0,362.46,0.0,1052.76,"['Barge45', 'Truck32.26']",No,0,0,0
Request115,144.0,324.0,1403.66,0.0,1871.66,['Train15'],No,0,0,0
Request116,640.53,96.0,253.42,0.0,989.96,['Barge31'],No,0,0,0
Request117,198.0,132.0,276.71,0.0,606.71,['Barge35'],No,0,0,0
Request118,705.0,540.0,2339.44,0.0,3584.44,['Train15'],No,0,0,0
Request119,1664.0,936.0,4055.02,817.27,7472.29,['Train15'],No,0,0,0
Request12,130.5,378.0,806.49,0.0,1314.99,"['Barge17', 'Truck30.1']",No,0,0,0
Request120,99.5,240.0,314.02,0.0,653.52,"['Barge33', 'Barge48', 'Truck33.41']",Yes,0,3,0
