Service Line,Number of Shipments,Late time,Number of late departure
Barge01,320,469,3
Barge02,0,0,0
Barge03,55,0,0
Barge04,54,0,0
Barge05,50,0,0
Barge06,10,0,0
Barge07,43,0,0
Barge08,0,0,0
Barge09,20,0,0
Barge10,0,256,1
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,181,123,1
Barge18,175,288,1
Barge19,85,0,0
Barge20,44,458,1
Barge21,131,0,0
Barge22,32,285,1
Barge23,100,609,3
Barge24,30,0,0
Barge25,0,0,0
Barge26,349,89,2
Barge27,28,90,1
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,299,264,2
Barge32,24,0,0
Barge33,114,172,1
Barge34,0,0,0
Barge35,111,274,1
Barge36,205,14,2
Barge37,44,0,0
Barge38,9,0,0
Barge39,394,256,3
Barge40,30,0,0
Barge41,0,0,0
Barge42,0,0,0
Barge43,25,0,0
Barge44,0,0,0
Barge45,379,112,3
Barge46,0,0,0
Barge47,33,0,0
Barge48,288,177,2
Barge49,57,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,260,1
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,40,0,0
Train12,0,0,0
Train13,0,0,0
Train14,55,196,1
Train15,194,263,1
Train16,11,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,6,0,0
Train22,28,0,0
Train23,32,0,0
Train24,25,0,0
Train25,0,0,0
Train26,32,73,1
Train27,0,0,0
Train28,19,193,1
Train29,53,0,0
Train30,148,0,1
Train31,231,0,0
Train32,196,0,0
Train33,235,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,11,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,17,0,0
