Service Line,Number of Shipments,Late time,Number of late departure
Barge01,375,108,3
Barge02,0,0,0
Barge03,39,0,0
Barge04,54,0,0
Barge05,35,0,0
Barge06,14,0,0
Barge07,17,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,263,18,2
Barge18,70,0,0
Barge19,117,0,0
Barge20,44,0,0
Barge21,131,0,0
Barge22,52,0,0
Barge23,125,11,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,417,150,3
Barge27,28,220,1
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,305,406,2
Barge32,24,0,0
Barge33,168,3,1
Barge34,0,0,0
Barge35,175,13,1
Barge36,43,0,0
Barge37,36,0,0
Barge38,9,0,0
Barge39,447,180,3
Barge40,82,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,327,60,3
Barge46,11,231,1
Barge47,81,355,1
Barge48,303,387,2
Barge49,30,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,146,167,1
Train16,11,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,36,0,0
Train23,84,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,295,1
Train27,0,0,0
Train28,34,0,0
Train29,6,0,0
Train30,161,0,1
Train31,220,0,0
Train32,228,0,0
Train33,242,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,17,0,0
Truck34,17,0,0
