Service Line,Number of Shipments,Late time,Number of late departure
Barge01,320,53,3
Barge02,0,0,0
Barge03,29,344,1
Barge04,88,185,1
Barge05,35,77,1
Barge06,24,0,0
Barge07,17,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,263,18,2
Barge18,93,150,1
Barge19,108,0,0
Barge20,44,0,0
Barge21,131,242,1
Barge22,52,0,0
Barge23,43,0,0
Barge24,34,0,0
Barge25,0,0,0
Barge26,327,104,2
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,321,64,2
Barge32,11,0,0
Barge33,188,1299,1
Barge34,0,210,1
Barge35,156,13,1
Barge36,149,277,1
Barge37,36,0,0
Barge38,9,0,0
Barge39,392,336,3
Barge40,30,125,1
Barge41,167,19,1
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,237,242,2
Barge46,11,0,0
Barge47,74,614,2
Barge48,461,275,4
Barge49,77,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,40,0,0
Train12,0,0,0
Train13,0,0,0
Train14,28,0,0
Train15,210,0,0
Train16,51,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,210,1
Train21,6,0,0
Train22,0,0,0
Train23,20,0,0
Train24,0,0,0
Train25,0,0,0
Train26,57,0,0
Train27,0,0,0
Train28,14,0,0
Train29,55,0,0
Train30,119,0,0
Train31,190,0,0
Train32,218,0,0
Train33,207,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,172,1
Truck30,21,729,3
Truck31,17,0,0
Truck32,7,0,0
Truck33,28,0,0
Truck34,25,0,0
