Service Line,Number of Shipments,Late time,Number of late departure
Barge01,259,49,2
Barge02,0,0,0
Barge03,79,0,0
Barge04,106,0,0
Barge05,35,0,0
Barge06,24,518,2
Barge07,10,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,250,11,1
Barge18,83,383,1
Barge19,108,183,1
Barge20,44,0,0
Barge21,108,0,0
Barge22,75,0,0
Barge23,125,11,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,252,236,2
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,160,1
Barge31,382,125,2
Barge32,24,0,0
Barge33,148,153,1
Barge34,0,0,0
Barge35,126,374,1
Barge36,117,95,2
Barge37,41,0,0
Barge38,9,0,0
Barge39,386,123,2
Barge40,30,0,0
Barge41,59,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,345,100,2
Barge46,11,0,0
Barge47,50,307,1
Barge48,377,447,2
Barge49,14,308,1
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,210,0,0
Train16,65,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,55,0,0
Train24,43,130,1
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,48,0,0
Train29,6,0,0
Train30,164,0,1
Train31,185,0,0
Train32,228,248,1
Train33,188,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,0,0
Truck31,17,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,0,0,0
