Service Line,Number of Shipments,Late time,Number of late departure
Barge01,343,76,3
Barge02,0,0,0
Barge03,88,0,0
Barge04,82,0,0
Barge05,103,174,2
Barge06,24,0,0
Barge07,7,0,0
Barge08,20,417,1
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,165,1
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,250,11,1
Barge18,83,818,2
Barge19,40,0,0
Barge20,44,0,0
Barge21,108,0,0
Barge22,89,0,0
Barge23,43,0,0
Barge24,34,0,0
Barge25,0,0,0
Barge26,310,490,2
Barge27,0,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,321,64,2
Barge32,24,0,0
Barge33,172,0,0
Barge34,0,0,0
Barge35,156,13,1
Barge36,94,0,0
Barge37,27,298,1
Barge38,9,435,1
Barge39,447,180,3
Barge40,30,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,379,112,3
Barge46,11,0,0
Barge47,87,0,0
Barge48,428,113,2
Barge49,14,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,68,165,1
Train12,0,0,0
Train13,0,0,0
Train14,28,0,0
Train15,210,0,0
Train16,11,165,1
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,6,1537,1
Train22,23,0,0
Train23,32,0,0
Train24,0,0,0
Train25,0,0,0
Train26,57,0,0
Train27,0,0,0
Train28,0,0,0
Train29,0,0,0
Train30,126,1,1
Train31,204,0,0
Train32,259,0,0
Train33,221,324,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,17,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,25,0,0
