Service Line,Number of Shipments,Late time,Number of late departure
Barge01,255,310,2
Barge02,0,0,0
Barge03,88,0,0
Barge04,56,0,0
Barge05,61,0,0
Barge06,24,0,0
Barge07,7,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,250,11,1
Barge18,83,0,0
Barge19,85,0,0
Barge20,44,454,1
Barge21,131,0,0
Barge22,22,0,0
Barge23,178,11,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,310,97,2
Barge27,28,184,1
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,386,119,3
Barge32,24,0,0
Barge33,137,0,0
Barge34,0,0,0
Barge35,175,13,1
Barge36,111,0,0
Barge37,27,0,0
Barge38,9,0,0
Barge39,382,358,2
Barge40,94,0,0
Barge41,133,19,1
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,207,29,2
Barge46,11,0,0
Barge47,25,0,0
Barge48,520,525,4
Barge49,77,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,210,174,1
Train16,25,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,37,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,39,0,0
Train29,6,0,0
Train30,164,0,1
Train31,220,0,0
Train32,228,0,0
Train33,211,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,279,3
Truck34,17,0,0
