Service Line,Number of Shipments,Late time,Number of late departure
Barge01,390,419,4
Barge02,0,296,1
Barge03,39,0,0
Barge04,54,0,0
Barge05,66,0,0
Barge06,24,0,0
Barge07,0,0,0
Barge08,20,0,0
Barge09,22,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,263,183,2
Barge18,70,0,0
Barge19,86,351,1
Barge20,44,0,0
Barge21,81,238,1
Barge22,80,219,1
Barge23,104,134,1
Barge24,30,0,0
Barge25,0,0,0
Barge26,414,620,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,321,64,2
Barge32,24,0,0
Barge33,146,12,1
Barge34,0,0,0
Barge35,175,13,1
Barge36,43,0,0
Barge37,41,0,0
Barge38,9,0,0
Barge39,447,461,3
Barge40,0,0,0
Barge41,55,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,379,331,3
Barge46,11,543,2
Barge47,77,0,0
Barge48,313,64,1
Barge49,14,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,192,1
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,102,1
Train13,0,0,0
Train14,23,0,0
Train15,125,0,0
Train16,11,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,36,0,0
Train23,116,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,0,0
Train29,6,0,0
Train30,135,0,0
Train31,175,127,1
Train32,259,0,0
Train33,231,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,234,3
Truck31,28,0,0
Truck32,7,0,0
Truck33,17,0,0
Truck34,17,0,0
