Service Line,Number of Shipments,Late time,Number of late departure
Barge01,320,323,3
Barge02,0,0,0
Barge03,39,0,0
Barge04,54,0,0
Barge05,50,324,1
Barge06,24,0,0
Barge07,29,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,228,1
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,165,431,2
Barge18,168,48,1
Barge19,85,0,0
Barge20,20,306,1
Barge21,148,147,1
Barge22,44,0,0
Barge23,178,11,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,322,67,2
Barge27,28,0,0
Barge28,23,392,1
Barge29,0,0,0
Barge30,0,0,0
Barge31,321,180,2
Barge32,11,305,1
Barge33,154,0,0
Barge34,0,0,0
Barge35,198,13,1
Barge36,225,68,1
Barge37,27,0,0
Barge38,9,0,0
Barge39,301,123,2
Barge40,30,0,0
Barge41,110,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,294,320,3
Barge46,11,0,0
Barge47,32,156,1
Barge48,391,972,3
Barge49,77,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,228,1
Train12,0,0,0
Train13,0,0,0
Train14,50,0,0
Train15,210,0,0
Train16,11,228,1
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,9,0,0
Train22,0,0,0
Train23,33,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,99,1
Train27,0,0,0
Train28,38,0,0
Train29,120,0,0
Train30,181,0,1
Train31,225,0,0
Train32,196,0,0
Train33,224,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,23,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,22,432,3
Truck34,17,0,0
