Service Line,Number of Shipments,Late time,Number of late departure
Barge01,230,52,2
Barge02,0,0,0
Barge03,71,0,0
Barge04,54,0,0
Barge05,35,0,0
Barge06,24,0,0
Barge07,7,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,263,18,2
Barge18,54,67,1
Barge19,101,0,0
Barge20,20,0,0
Barge21,169,2001,1
Barge22,36,158,1
Barge23,157,119,1
Barge24,30,0,0
Barge25,0,168,1
Barge26,308,280,3
Barge27,76,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,411,144,3
Barge32,24,93,1
Barge33,150,0,0
Barge34,0,0,0
Barge35,126,13,1
Barge36,124,0,0
Barge37,50,0,0
Barge38,9,0,0
Barge39,357,374,3
Barge40,56,0,0
Barge41,92,3,1
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,286,1432,3
Barge46,0,0,0
Barge47,84,0,0
Barge48,334,313,2
Barge49,52,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,33,0,0
Train15,166,201,1
Train16,30,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,37,0,0
Train24,25,0,0
Train25,0,0,0
Train26,32,0,0
Train27,0,0,0
Train28,55,0,0
Train29,6,0,0
Train30,179,257,1
Train31,259,0,0
Train32,218,0,0
Train33,211,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,11,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,17,0,0
Truck34,17,219,1
