Service Line,Number of Shipments,Late time,Number of late departure
Barge01,201,449,2
Barge02,0,0,0
Barge03,67,0,0
Barge04,43,281,1
Barge05,33,0,0
Barge06,23,0,0
Barge07,14,0,0
Barge08,20,0,0
Barge09,0,302,1
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,250,11,1
Barge18,83,0,0
Barge19,85,0,0
Barge20,20,125,1
Barge21,143,324,1
Barge22,34,0,0
Barge23,153,11,1
Barge24,34,0,0
Barge25,0,0,0
Barge26,420,254,3
Barge27,35,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,393,1761,2
Barge32,24,0,0
Barge33,146,0,0
Barge34,0,0,0
Barge35,170,13,1
Barge36,167,38,1
Barge37,36,0,0
Barge38,9,0,0
Barge39,276,432,2
Barge40,30,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,379,112,3
Barge46,11,333,1
Barge47,33,0,0
Barge48,332,94,2
Barge49,61,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,185,1
Train10,0,302,1
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,113,1
Train15,210,0,0
Train16,11,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,20,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,0,0
Train29,58,0,0
Train30,119,212,2
Train31,220,0,0
Train32,228,156,1
Train33,242,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,17,0,0
Truck34,17,0,0
