Service Line,Number of Shipments,Late time,Number of late departure
Barge01,305,537,2
Barge02,0,0,0
Barge03,104,0,0
Barge04,82,179,1
Barge05,35,0,0
Barge06,24,364,1
Barge07,7,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,263,41,2
Barge18,93,0,0
Barge19,107,0,0
Barge20,44,0,0
Barge21,138,0,0
Barge22,36,0,0
Barge23,96,0,0
Barge24,9,137,1
Barge25,0,0,0
Barge26,335,97,2
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,311,256,2
Barge32,24,0,0
Barge33,119,0,0
Barge34,0,0,0
Barge35,163,156,2
Barge36,162,476,1
Barge37,36,0,0
Barge38,9,0,0
Barge39,377,414,3
Barge40,82,322,1
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,327,60,3
Barge46,11,0,0
Barge47,58,200,1
Barge48,404,124,2
Barge49,60,0,0
Train01,0,119,1
Train02,0,0,0
Train03,0,214,1
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,40,0,0
Train12,0,0,0
Train13,0,271,1
Train14,28,0,0
Train15,151,188,1
Train16,50,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,6,173,1
Train22,19,0,0
Train23,37,0,0
Train24,25,224,1
Train25,0,0,0
Train26,32,0,0
Train27,0,0,0
Train28,0,0,0
Train29,32,0,0
Train30,145,0,1
Train31,249,1,1
Train32,228,0,0
Train33,216,160,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,23,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,17,0,0
Truck34,17,0,0
