Service Line,Number of Shipments,Late time,Number of late departure
Barge01,289,22,3
Barge02,0,0,0
Barge03,24,389,1
Barge04,83,0,0
Barge05,21,0,0
Barge06,24,0,0
Barge07,7,0,0
Barge08,0,0,0
Barge09,20,386,1
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,263,18,2
Barge18,70,0,0
Barge19,85,361,1
Barge20,44,0,0
Barge21,131,568,2
Barge22,62,140,1
Barge23,148,11,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,418,408,3
Barge27,28,218,1
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,325,68,2
Barge32,24,0,0
Barge33,133,239,1
Barge34,0,0,0
Barge35,170,0,0
Barge36,100,0,0
Barge37,36,0,0
Barge38,9,0,0
Barge39,397,130,3
Barge40,30,0,0
Barge41,55,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,349,82,3
Barge46,11,335,1
Barge47,25,0,0
Barge48,336,202,3
Barge49,41,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,227,1
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,210,135,1
Train16,11,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,26,0,0
Train23,41,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,0,0
Train29,6,0,0
Train30,138,0,0
Train31,221,0,1
Train32,191,156,1
Train33,220,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,17,0,0
