Service Line,Number of Shipments,Late time,Number of late departure
Barge01,276,36,2
Barge02,0,0,0
Barge03,53,0,0
Barge04,54,0,0
Barge05,21,0,0
Barge06,24,409,1
Barge07,7,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,234,1
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,250,11,1
Barge18,27,211,1
Barge19,141,110,2
Barge20,44,0,0
Barge21,179,0,0
Barge22,22,0,0
Barge23,202,35,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,424,157,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,282,423,3
Barge32,24,199,1
Barge33,150,0,0
Barge34,0,0,0
Barge35,170,228,1
Barge36,130,10,1
Barge37,36,0,0
Barge38,9,0,0
Barge39,384,117,3
Barge40,30,0,0
Barge41,87,0,0
Barge42,0,158,1
Barge43,0,0,0
Barge44,0,0,0
Barge45,317,69,1
Barge46,11,0,0
Barge47,53,0,0
Barge48,357,516,3
Barge49,46,0,0
Train01,0,183,1
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,234,1
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,189,451,2
Train16,20,234,1
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,20,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,0,0
Train29,30,0,0
Train30,10,119,1
Train31,264,0,0
Train32,228,0,0
Train33,210,189,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,27,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,28,0,0
Truck34,17,0,0
