Service Line,Number of Shipments,Late time,Number of late departure
Barge01,232,386,2
Barge02,0,0,0
Barge03,53,0,0
Barge04,54,0,0
Barge05,8,0,0
Barge06,37,436,1
Barge07,17,0,0
Barge08,20,61,1
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,216,668,2
Barge18,117,0,0
Barge19,85,0,0
Barge20,44,0,0
Barge21,63,0,0
Barge22,90,208,1
Barge23,173,6,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,409,115,3
Barge27,28,357,1
Barge28,23,88,1
Barge29,0,0,0
Barge30,0,0,0
Barge31,358,91,3
Barge32,24,0,0
Barge33,115,0,0
Barge34,0,0,0
Barge35,142,0,0
Barge36,165,10,1
Barge37,35,0,0
Barge38,9,0,0
Barge39,340,85,2
Barge40,56,332,1
Barge41,42,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,336,74,2
Barge46,11,0,0
Barge47,25,274,1
Barge48,309,2209,2
Barge49,65,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,287,1
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,28,0,0
Train15,210,250,1
Train16,44,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,49,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,19,203,1
Train29,6,0,0
Train30,137,159,2
Train31,215,205,1
Train32,228,0,0
Train33,185,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,13,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,17,0,0
Truck34,17,0,0
