Service Line,Number of Shipments,Late time,Number of late departure
Barge01,325,58,3
Barge02,0,0,0
Barge03,81,281,1
Barge04,63,0,0
Barge05,36,0,0
Barge06,24,0,0
Barge07,17,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,274,29,2
Barge18,70,273,1
Barge19,85,207,1
Barge20,44,0,0
Barge21,93,0,0
Barge22,60,0,0
Barge23,178,419,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,290,2170,3
Barge27,28,0,0
Barge28,23,282,1
Barge29,0,0,0
Barge30,0,0,0
Barge31,315,370,3
Barge32,24,0,0
Barge33,145,0,0
Barge34,0,0,0
Barge35,170,41,1
Barge36,135,10,1
Barge37,36,0,0
Barge38,9,0,0
Barge39,412,145,3
Barge40,30,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,308,1
Barge45,379,112,3
Barge46,11,0,0
Barge47,49,155,1
Barge48,356,483,2
Barge49,14,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,0,0,0
Train12,0,0,0
Train13,22,0,0
Train14,32,0,0
Train15,210,0,0
Train16,30,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,0,0,0
Train23,41,0,0
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,0,136,1
Train29,6,0,0
Train30,188,0,0
Train31,220,0,0
Train32,174,131,1
Train33,202,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,10,0,0
Truck34,17,0,0
