Service Line,Number of Shipments,Late time,Number of late departure
Barge01,277,33,2
Barge02,0,0,0
Barge03,53,0,0
Barge04,54,0,0
Barge05,21,0,0
Barge06,24,354,1
Barge07,7,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,169,214,1
Barge18,148,0,0
Barge19,124,0,0
Barge20,44,0,0
Barge21,93,0,0
Barge22,99,0,0
Barge23,147,33,1
Barge24,9,0,0
Barge25,0,0,0
Barge26,400,133,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,315,298,3
Barge32,24,0,0
Barge33,171,159,1
Barge34,0,0,0
Barge35,135,80,1
Barge36,121,341,2
Barge37,27,0,0
Barge38,9,0,0
Barge39,385,118,3
Barge40,30,213,1
Barge41,42,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,362,348,3
Barge46,0,0,0
Barge47,42,0,0
Barge48,327,89,2
Barge49,41,492,2
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,210,0,0
Train16,30,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,6,0,0
Train22,26,0,0
Train23,20,288,1
Train24,43,141,1
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,17,0,0
Train29,22,270,1
Train30,157,210,1
Train31,220,150,1
Train32,219,0,0
Train33,223,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,11,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,17,0,0
