Service Line,Number of Shipments,Late time,Number of late departure
Barge01,304,164,4
Barge02,0,127,1
Barge03,53,0,0
Barge04,54,0,0
Barge05,8,0,0
Barge06,23,0,0
Barge07,31,339,1
Barge08,20,0,0
Barge09,15,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,250,11,1
Barge18,70,76,1
Barge19,98,288,1
Barge20,44,229,1
Barge21,131,0,0
Barge22,52,0,0
Barge23,82,0,0
Barge24,55,0,0
Barge25,0,0,0
Barge26,359,2859,3
Barge27,63,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,289,1
Barge31,310,53,2
Barge32,24,0,0
Barge33,132,0,0
Barge34,0,0,0
Barge35,170,0,0
Barge36,89,236,1
Barge37,36,0,0
Barge38,9,0,0
Barge39,412,145,3
Barge40,30,109,1
Barge41,72,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,332,734,3
Barge46,11,0,0
Barge47,56,0,0
Barge48,324,86,2
Barge49,41,135,1
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,28,0,0
Train15,210,0,0
Train16,35,0,0
Train17,0,145,1
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,205,1
Train22,50,145,1
Train23,29,85,1
Train24,43,0,0
Train25,0,0,0
Train26,14,0,0
Train27,0,0,0
Train28,22,0,0
Train29,14,0,0
Train30,130,0,0
Train31,211,0,0
Train32,194,189,2
Train33,218,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,0,0
Truck31,0,0,0
Truck32,7,813,3
Truck33,24,0,0
Truck34,17,0,0
