Service Line,Number of Shipments,Late time,Number of late departure
Barge01,306,33,2
Barge02,0,0,0
Barge03,53,130,1
Barge04,54,0,0
Barge05,21,0,0
Barge06,24,0,0
Barge07,7,0,0
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,0,0
Barge17,250,11,1
Barge18,83,253,1
Barge19,85,0,0
Barge20,44,0,0
Barge21,152,210,1
Barge22,52,0,0
Barge23,148,202,2
Barge24,9,0,0
Barge25,0,0,0
Barge26,401,472,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,335,78,2
Barge32,24,0,0
Barge33,123,173,1
Barge34,0,0,0
Barge35,170,0,0
Barge36,109,85,1
Barge37,41,0,0
Barge38,9,230,1
Barge39,414,120,3
Barge40,30,0,0
Barge41,70,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,334,94,2
Barge46,11,0,0
Barge47,25,47,1
Barge48,341,80,2
Barge49,14,0,0
Train01,0,293,1
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,23,0,0
Train15,0,100,1
Train16,11,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,26,0,0
Train23,37,0,0
Train24,18,0,0
Train25,0,0,0
Train26,39,0,0
Train27,0,0,0
Train28,0,0,0
Train29,6,50,1
Train30,138,174,1
Train31,216,0,0
Train32,228,0,0
Train33,225,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,102,1
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,25,0,0
