Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,112.7,294.0,410.27,0.0,816.97,"['Barge17', 'Truck29.17']",Yes,0,1,0
Request10,617.17,588.0,427.05,0.0,1632.21,"['Barge26', 'Train32']",No,0,0,0
Request100,211.03,78.0,163.51,0.0,452.55,['Barge35'],Yes,0,1,0
Request101,200.0,120.0,316.78,0.0,636.78,['Barge31'],No,0,0,0
Request102,2390.0,1008.0,741.14,0.0,4139.14,"['Barge26', 'Train32']",Yes,0,1,0
Request103,364.93,96.0,130.44,0.0,591.37,"['Barge33', 'Barge48']",No,0,0,0
Request104,145.87,48.0,100.62,0.0,294.49,['Barge35'],Yes,0,1,0
Request105,770.42,1050.0,1465.26,0.0,3285.68,"['Barge17', 'Truck29.25']",No,0,0,0
Request106,976.6,504.0,1523.41,0.0,3004.01,"['Barge36', 'Train31']",Yes,0,1,0
Request107,1311.0,138.0,278.2,0.0,1727.2,['Barge28'],No,0,0,0
Request108,330.0,540.0,2339.44,0.0,3209.44,['Train15'],No,0,0,0
Request109,516.13,168.0,221.74,0.0,905.88,"['Barge06', 'Barge48']",No,0,0,0
Request11,932.5,180.0,237.58,0.0,1350.08,"['Barge04', 'Barge48']",No,0,0,0
Request110,401.25,378.0,277.93,0.0,1057.18,"['Barge26', 'Train32']",Yes,0,1,0
Request111,1180.0,1260.0,1143.18,0.0,3583.18,"['Barge22', 'Train30']",No,0,0,0
Request112,268.17,420.0,385.72,0.0,1073.88,"['Barge36', 'Train30']",No,0,0,0
Request113,1825.33,480.0,666.02,1444.5,4415.86,"['Barge07', 'Barge48', 'Truck33.41']",Yes,1,1,0
Request114,310.5,378.0,362.46,0.0,1050.96,"['Barge45', 'Truck32.27']",No,0,0,0
Request115,144.0,324.0,1403.66,0.0,1871.66,['Train15'],No,0,0,0
Request116,390.13,192.0,275.78,0.0,857.92,"['Barge01', 'Barge39']",No,0,0,0
Request117,225.13,132.0,276.71,0.0,633.85,['Barge35'],Yes,0,1,0
Request118,705.0,540.0,2339.44,0.0,3584.44,['Train15'],No,0,0,0
Request119,1664.0,936.0,4055.02,817.27,7472.29,['Train15'],No,0,0,0
Request12,171.9,378.0,806.49,0.0,1356.39,"['Barge17', 'Truck30.18']",Yes,0,1,0
Request120,100.58,240.0,314.02,0.0,654.6,"['Barge33', 'Barge48', 'Truck33.28']",No,0,0,0
Request121,647.5,1008.0,727.82,0.0,2383.32,"['Train24', 'Train29']",No,0,0,0
Request122,552.72,156.0,205.91,0.0,914.62,"['Barge05', 'Barge48']",No,0,0,0
Request123,164.0,336.0,322.19,0.0,822.19,"['Barge45', 'Truck32.29']",No,0,0,0
Request124,174.0,216.0,935.77,0.0,1325.78,['Train15'],No,0,0,0
Request125,199.05,432.0,565.23,0.0,1196.28,"['Barge33', 'Barge48', 'Truck33.30']",No,0,0,0
Request126,1761.42,966.0,710.26,0.0,3437.68,"['Barge26', 'Train32']",Yes,0,1,0
Request127,1753.73,336.0,443.49,0.0,2533.22,"['Barge04', 'Barge48']",No,0,0,0
Request128,1107.83,714.0,2013.08,38.82,3873.73,"['Barge45', 'Train33']",No,0,0,0
