Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,85.52,294.0,410.27,0.0,789.79,"['Barge17', 'Truck29.1']",No,0,0,0
Request10,616.0,588.0,427.05,0.0,1631.05,"['Barge26', 'Train32']",Yes,0,1,0
Request100,273.43,78.0,163.51,0.0,514.95,['Barge35'],Yes,0,1,0
Request101,200.0,120.0,316.78,0.0,636.78,['Barge31'],No,0,0,0
Request102,2333.2,1008.0,732.08,0.0,4073.28,"['Barge26', 'Train32']",No,0,0,0
Request103,366.27,96.0,130.44,0.0,592.7,"['Barge33', 'Barge48']",No,0,0,0
Request104,184.27,48.0,100.62,0.0,332.89,['Barge35'],Yes,0,1,0
Request105,775.83,1050.0,1465.26,0.0,3291.1,"['Barge17', 'Truck29.17']",No,0,0,0
Request106,934.0,504.0,1523.41,0.0,2961.41,"['Barge36', 'Train31']",No,0,0,0
Request107,1311.0,138.0,235.72,0.0,1684.72,['Barge28'],No,0,0,0
Request108,330.0,540.0,2339.44,0.0,3209.44,['Train15'],No,0,0,0
Request109,516.37,168.0,221.74,0.0,906.11,"['Barge06', 'Barge48']",No,0,0,0
Request11,932.5,180.0,237.58,0.0,1350.08,"['Barge04', 'Barge48']",No,0,0,0
Request110,379.95,378.0,274.53,0.0,1032.48,"['Barge26', 'Train32']",No,0,0,0
Request111,1142.5,1260.0,1143.18,0.0,3545.68,"['Barge22', 'Train30']",No,0,0,0
Request112,268.33,420.0,385.72,0.0,1074.05,"['Barge36', 'Train30']",No,0,0,0
Request113,224.5,480.0,623.37,0.0,1327.87,"['Barge07', 'Barge48', 'Truck33.18']",No,0,0,0
Request114,310.5,378.0,362.46,0.0,1050.96,"['Barge45', 'Truck32.19']",No,0,0,0
Request115,144.0,324.0,1403.66,0.0,1871.66,['Train15'],No,0,0,0
Request116,640.0,96.0,253.42,0.0,989.42,['Barge31'],Yes,0,0,1
Request117,330.73,132.0,276.71,0.0,739.45,['Barge35'],Yes,0,1,0
Request118,705.0,540.0,2339.44,0.0,3584.44,['Train15'],No,0,0,0
Request119,1664.0,936.0,4055.02,817.27,7472.29,['Train15'],No,0,0,0
Request12,136.95,378.0,806.49,0.0,1321.44,"['Barge17', 'Truck30.2']",No,0,0,0
Request120,101.42,240.0,314.02,0.0,655.43,"['Barge33', 'Barge48', 'Truck33.20']",No,0,0,0
Request121,647.5,1008.0,727.82,0.0,2383.32,"['Train24', 'Train29']",No,0,0,0
Request122,552.93,156.0,205.91,0.0,914.84,"['Barge05', 'Barge48']",No,0,0,0
Request123,164.0,336.0,322.19,0.0,822.19,"['Barge45', 'Truck32.21']",No,0,0,0
Request124,174.0,216.0,935.77,0.0,1325.78,['Train15'],No,0,0,0
Request125,200.55,432.0,565.23,0.0,1197.78,"['Barge33', 'Barge48', 'Truck33.22']",No,0,0,0
Request126,1706.98,966.0,701.58,0.0,3374.56,"['Barge26', 'Train32']",No,0,0,0
Request127,1754.2,336.0,443.49,0.0,2533.69,"['Barge04', 'Barge48']",No,0,0,0
Request128,1107.83,714.0,2013.08,38.82,3873.73,"['Barge45', 'Train33']",No,0,0,0
Request129,241.5,378.0,1142.55,0.0,1762.05,"['Barge36', 'Train31']",No,0,0,0
Request13,168.6,252.0,169.05,0.0,589.65,"['Barge36', 'Train29']",Yes,0,1,0
Request130,966.0,504.0,2183.48,0.0,3653.48,['Train15'],No,0,0,0
Request131,995.83,1050.0,964.29,0.0,3010.13,"['Barge36', 'Train30']",No,0,0,0
Request132,552.38,462.0,1307.7,0.0,2322.09,"['Barge26', 'Train33']",No,0,0,0
Request133,1554.83,798.0,2412.06,0.0,4764.89,"['Barge35', 'Train31']",Yes,0,1,0
Request134,1271.25,1800.0,4029.03,0.0,7100.28,"['Train26', 'Train33']",Yes,0,0,1
Request135,488.0,288.0,1247.7,0.0,2023.7,['Train15'],No,0,0,0
Request136,110.53,96.0,137.89,0.0,344.42,"['Barge01', 'Barge39']",No,0,0,0
Request137,367.65,1134.0,1582.49,0.0,3084.14,"['Barge17', 'Truck29.33']",No,0,0,0
Request138,2470.0,1248.0,3364.47,1623.27,8705.74,"['Barge40', 'Barge47', 'Train31']",Yes,0,1,0
Request139,22.5,324.0,1022.97,0.0,1369.47,['Truck14.52'],No,0,0,0
Request14,810.0,162.0,415.07,0.0,1387.07,['Barge37'],No,0,0,0
Request140,388.17,120.0,172.36,0.0,680.53,"['Barge01', 'Barge39']",No,0,0,0
Request141,350.48,714.0,1523.36,0.0,2587.85,"['Barge17', 'Truck30.34']",No,0,0,0
Request142,414.25,630.0,879.16,0.0,1923.41,"['Barge17', 'Truck29.35']",No,0,0,0
Request143,2789.8,1092.0,3078.83,0.0,6960.63,"['Barge45', 'Train33']",No,0,0,0
Request144,1242.13,192.0,506.84,0.0,1940.98,['Barge31'],No,0,0,0
Request145,84.08,30.0,79.19,0.0,193.28,['Barge31'],No,0,0,0
Request146,778.05,162.0,427.65,0.0,1367.7,['Barge31'],No,0,0,0
Request147,1537.0,1044.0,1809.16,0.0,4390.16,['Train09'],No,0,0,0
Request148,134.63,588.0,820.55,0.0,1543.18,"['Barge17', 'Truck29.36']",No,0,0,0
Request149,1079.0,624.0,408.66,0.0,2111.66,"['Barge05', 'Barge48', 'Train32']",Yes,0,0,1
Request15,160.75,90.0,181.68,0.0,432.43,['Barge17'],No,0,0,0
Request150,456.0,288.0,188.61,0.0,932.61,"['Barge05', 'Barge48', 'Train32']",Yes,0,0,1
Request151,711.88,66.0,158.85,0.0,936.74,['Barge45'],No,0,0,0
Request152,619.27,168.0,339.14,0.0,1126.41,['Barge17'],No,0,0,0
Request153,123.78,84.0,110.87,0.0,318.66,"['Barge07', 'Barge48']",No,0,0,0
Request154,174.0,504.0,1075.32,0.0,1753.32,"['Barge19', 'Truck30.50']",Yes,0,1,0
Request155,261.0,174.0,351.25,0.0,786.25,['Barge21'],No,0,0,0
Request156,554.63,588.0,1664.35,21.47,2828.45,"['Barge26', 'Train33']",No,0,0,0
Request157,209.08,60.0,86.18,0.0,355.27,"['Barge01', 'Barge39']",No,0,0,0
Request158,517.62,156.0,224.07,0.0,897.69,"['Barge01', 'Barge39']",No,0,0,0
Request159,624.0,144.0,357.77,0.0,1125.77,['Barge26'],No,0,0,0
Request16,2525.0,900.0,1429.66,823.33,5677.99,['Train25'],No,0,0,0
Request160,77.92,150.0,302.8,0.0,530.72,['Barge17'],No,0,0,0
Request161,1291.68,114.0,309.79,531.37,2246.84,['Barge39'],Yes,0,0,1
Request162,243.0,162.0,327.03,0.0,732.03,['Barge21'],No,0,0,0
Request163,167.92,150.0,361.03,0.0,678.95,['Barge45'],No,0,0,0
Request164,229.08,60.0,86.18,4.83,380.1,"['Barge01', 'Barge39']",No,0,0,0
Request165,218.52,294.0,281.92,0.0,794.43,"['Barge45', 'Truck32.41']",No,0,0,0
Request166,823.43,168.0,228.27,0.0,1219.7,"['Barge33', 'Barge48']",No,0,0,0
Request167,1743.0,1008.0,660.14,0.0,3411.14,"['Barge05', 'Barge48', 'Train32']",Yes,0,0,1
Request168,993.5,180.0,363.36,0.0,1536.86,['Barge17'],No,0,0,0
Request169,1675.33,1344.0,1745.45,112.47,4877.25,"['Barge06', 'Barge48', 'Truck33.43']",No,0,0,0
Request17,206.8,792.0,857.79,0.0,1856.59,"['Train11', 'Train32']",Yes,0,1,0
Request170,1015.18,102.0,245.5,0.0,1362.69,['Barge45'],No,0,0,0
Request171,940.42,1050.0,2972.06,0.0,4962.47,"['Barge26', 'Train33']",No,0,0,0
Request172,1769.6,1152.0,1496.1,94.8,4512.5,"['Barge03', 'Barge48', 'Truck33.44']",No,0,0,0
Request173,963.97,264.0,379.2,0.0,1607.17,"['Barge01', 'Barge39']",No,0,0,0
Request174,30.2,72.0,145.35,0.0,247.55,['Barge22'],No,0,0,0
Request175,1765.47,384.0,962.24,1041.2,4152.9,"['Barge33', 'Barge48', 'Train33']",Yes,1,0,1
Request176,204.52,294.0,281.92,0.0,780.43,"['Barge45', 'Truck32.45']",No,0,0,0
Request177,81.0,162.0,327.03,0.0,570.03,['Barge18'],No,0,0,0
Request178,1120.42,300.0,430.91,0.0,1851.33,"['Barge01', 'Barge39']",No,0,0,0
Request179,1795.42,300.0,430.91,824.17,3350.49,"['Barge01', 'Barge39']",No,0,0,0
Request18,320.25,126.0,254.35,0.0,700.6,['Barge23'],No,0,0,0
Request180,422.17,420.0,609.4,0.0,1451.57,"['Barge45', 'Truck33.46']",No,0,0,0
Request181,1142.68,714.0,1035.98,0.0,2892.66,"['Barge45', 'Truck33.47']",No,0,0,0
Request182,296.0,672.0,1433.75,0.0,2401.75,"['Barge19', 'Truck30.51']",Yes,0,1,0
Request183,1229.07,192.0,275.78,0.0,1696.85,"['Barge01', 'Barge39']",No,0,0,0
Request184,951.4,504.0,360.45,0.0,1815.85,"['Barge45', 'Train32']",No,0,0,0
Request185,120.0,120.0,242.24,0.0,482.24,['Barge20'],No,0,0,0
Request186,520.0,720.0,3223.22,0.0,4463.22,['Train23'],No,0,0,0
Request187,915.78,138.0,364.29,141.07,1559.14,['Barge31'],No,0,0,0
Request188,77.0,66.0,107.61,0.0,250.61,['Barge46'],No,0,0,0
Request189,1219.6,144.0,380.13,0.0,1743.73,['Barge31'],No,0,0,0
Request19,459.78,294.0,828.91,0.0,1582.7,"['Barge45', 'Train33']",No,0,0,0
Request190,812.33,120.0,158.39,211.33,1302.06,"['Barge03', 'Barge48']",No,0,0,0
Request191,297.0,66.0,163.98,0.0,526.98,['Barge26'],No,0,0,0
Request192,1858.05,162.0,427.65,0.0,2447.7,['Barge31'],No,0,0,0
Request193,268.22,336.0,439.62,0.0,1043.84,"['Barge33', 'Barge48', 'Truck33.49']",No,0,0,0
Request194,1071.0,612.0,2739.74,0.0,4422.74,['Train23'],No,0,0,0
Request195,1728.0,576.0,1164.52,772.53,4241.05,['Train14'],No,0,0,0
Request196,1830.0,1080.0,4678.88,0.0,7588.88,['Train15'],No,0,0,0
Request197,995.4,378.0,274.53,0.0,1647.93,"['Barge26', 'Train32']",No,0,0,0
Request198,840.0,1080.0,1715.59,0.0,3635.59,['Train25'],No,0,0,0
