Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,85.52,294.0,410.27,0.0,789.79,"['Barge17', 'Truck29.1']",No,0,0,0
Request10,617.17,588.0,427.05,0.0,1632.21,"['Barge26', 'Train32']",No,0,0,0
Request100,407.33,78.0,163.51,0.0,648.85,['Barge35'],Yes,0,1,0
Request101,200.0,120.0,316.78,0.0,636.78,['Barge31'],No,0,0,0
Request102,2333.2,1008.0,732.08,0.0,4073.28,"['Barge26', 'Train32']",No,0,0,0
Request103,365.07,96.0,130.44,0.0,591.5,"['Barge33', 'Barge48']",No,0,0,0
Request104,266.67,48.0,100.62,0.0,415.29,['Barge35'],Yes,0,1,0
Request105,775.83,1050.0,1465.26,0.0,3291.1,"['Barge17', 'Truck29.20']",No,0,0,0
Request106,933.8,504.0,1523.41,0.0,2961.21,"['Barge36', 'Train31']",Yes,0,2,0
Request107,1311.0,138.0,235.72,0.0,1684.72,['Barge28'],No,0,0,0
Request108,330.0,540.0,2339.44,0.0,3209.44,['Train15'],No,0,0,0
Request109,516.37,168.0,221.74,0.0,906.11,"['Barge06', 'Barge48']",No,0,0,0
Request11,932.5,180.0,237.58,0.0,1350.08,"['Barge04', 'Barge48']",No,0,0,0
Request110,379.95,378.0,274.53,0.0,1032.48,"['Barge26', 'Train32']",No,0,0,0
Request111,1180.0,1260.0,1143.18,0.0,3583.18,"['Barge22', 'Train30']",Yes,0,1,0
Request112,268.17,420.0,385.72,0.0,1073.88,"['Barge36', 'Train30']",Yes,0,2,0
Request113,224.5,480.0,623.37,0.0,1327.87,"['Barge07', 'Barge48', 'Truck33.21']",No,0,0,0
Request114,310.5,378.0,362.46,0.0,1050.96,"['Barge45', 'Truck32.22']",No,0,0,0
Request115,144.0,324.0,1403.66,0.0,1871.66,['Train15'],No,0,0,0
Request116,377.87,192.0,283.29,0.0,853.16,"['Barge01', 'Barge39']",Yes,0,1,0
Request117,557.33,132.0,276.71,0.0,966.05,['Barge35'],Yes,0,1,0
Request118,705.0,540.0,2339.44,0.0,3584.44,['Train15'],No,0,0,0
Request119,1664.0,936.0,4055.02,817.27,7472.29,['Train15'],No,0,0,0
Request12,136.95,378.0,806.49,0.0,1321.44,"['Barge17', 'Truck30.2']",No,0,0,0
Request120,100.67,240.0,314.02,0.0,654.68,"['Barge33', 'Barge48', 'Truck33.23']",No,0,0,0
Request121,579.13,1008.0,727.82,0.0,2314.96,"['Train24', 'Train29']",Yes,0,1,0
Request122,552.93,156.0,205.91,0.0,914.84,"['Barge05', 'Barge48']",No,0,0,0
Request123,164.0,336.0,322.19,0.0,822.19,"['Barge45', 'Truck32.24']",No,0,0,0
Request124,174.0,216.0,935.77,0.0,1325.78,['Train15'],No,0,0,0
Request125,199.2,432.0,565.23,0.0,1196.43,"['Barge33', 'Barge48', 'Truck33.25']",No,0,0,0
Request126,1706.98,966.0,701.58,0.0,3374.56,"['Barge26', 'Train32']",No,0,0,0
Request127,1754.2,336.0,443.49,0.0,2533.69,"['Barge04', 'Barge48']",Yes,0,1,0
Request128,1107.83,714.0,2013.08,38.82,3873.73,"['Barge45', 'Train33']",No,0,0,0
Request129,241.35,378.0,1142.55,0.0,1761.9,"['Barge36', 'Train31']",Yes,0,2,0
Request13,168.6,252.0,169.05,0.0,589.65,"['Barge36', 'Train29']",No,0,0,0
Request130,966.0,504.0,2183.48,0.0,3653.48,['Train15'],No,0,0,0
Request131,1035.23,1092.0,1002.86,0.0,3130.1,"['Barge36', 'Train30']",Yes,0,2,0
Request132,552.38,462.0,1307.7,0.0,2322.09,"['Barge26', 'Train33']",No,0,0,0
Request133,1517.15,798.0,2412.06,0.0,4727.21,"['Barge35', 'Train31']",Yes,0,1,0
Request134,952.0,1512.0,3767.73,0.0,6231.73,"['Train24', 'Train31']",Yes,0,1,0
Request135,488.0,288.0,1247.7,0.0,2023.7,['Train15'],No,0,0,0
Request136,108.0,96.0,137.89,0.0,341.89,"['Barge01', 'Barge39']",Yes,0,1,0
Request137,367.65,1134.0,1582.49,0.0,3084.14,"['Barge17', 'Truck29.37']",No,0,0,0
Request138,2550.6,1248.0,3288.6,1592.5,8679.7,"['Barge40', 'Barge47', 'Train31']",Yes,0,2,0
Request139,396.0,54.0,96.43,0.0,546.43,['Barge38'],No,0,0,0
Request14,810.0,162.0,415.07,0.0,1387.07,['Barge37'],No,0,0,0
Request140,385.0,120.0,172.36,0.0,677.36,"['Barge01', 'Barge39']",Yes,0,1,0
Request141,350.48,714.0,1523.36,0.0,2587.85,"['Barge17', 'Truck30.38']",No,0,0,0
Request142,414.25,630.0,879.16,0.0,1923.41,"['Barge17', 'Truck29.39']",No,0,0,0
Request143,2876.03,1092.0,3078.83,0.0,7046.86,"['Barge45', 'Train33']",Yes,0,1,0
Request144,4574.0,288.0,413.67,2662.0,7937.67,"['Barge01', 'Barge39']",Yes,1,2,0
Request145,80.92,30.0,79.19,0.0,190.11,['Barge31'],No,0,0,0
Request146,760.95,162.0,427.65,0.0,1350.6,['Barge31'],No,0,0,0
Request147,1635.12,1044.0,1809.16,0.0,4488.28,['Train09'],No,0,0,0
Request148,134.63,588.0,820.55,0.0,1543.18,"['Barge17', 'Truck29.40']",No,0,0,0
Request149,266.5,546.0,1164.92,0.0,1977.42,"['Barge19', 'Truck30.54']",Yes,0,1,0
Request15,160.75,90.0,181.68,0.0,432.43,['Barge17'],No,0,0,0
Request150,81.0,252.0,537.66,0.0,870.66,"['Barge19', 'Truck30.55']",Yes,0,1,0
