Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,85.52,294.0,410.27,0.0,789.79,"['Barge17', 'Truck29.1']",No,0,0,0
Request10,617.17,588.0,427.05,0.0,1632.21,"['Barge26', 'Train32']",Yes,0,1,0
Request100,195.0,78.0,163.51,0.0,436.51,['Barge35'],No,0,0,0
Request101,200.0,120.0,316.78,0.0,636.78,['Barge31'],No,0,0,0
Request102,2330.8,1008.0,732.08,0.0,4070.88,"['Barge26', 'Train32']",No,0,0,0
Request103,366.27,96.0,130.44,0.0,592.7,"['Barge33', 'Barge48']",No,0,0,0
Request104,136.0,48.0,100.62,0.0,284.62,['Barge35'],No,0,0,0
Request105,807.3,1092.0,1523.88,0.0,3423.18,"['Barge17', 'Truck29.17']",No,0,0,0
Request106,968.2,504.0,1523.41,0.0,2995.61,"['Barge36', 'Train31']",No,0,0,0
Request107,1311.0,138.0,235.72,0.0,1684.72,['Barge28'],No,0,0,0
Request108,390.25,540.0,2339.44,0.0,3269.69,['Train15'],No,0,0,0
Request109,511.93,168.0,221.74,0.0,901.68,"['Barge06', 'Barge48']",No,0,0,0
Request11,932.5,180.0,237.58,0.0,1350.08,"['Barge04', 'Barge48']",No,0,0,0
Request110,379.05,378.0,274.53,0.0,1031.58,"['Barge26', 'Train32']",No,0,0,0
Request111,1296.0,1260.0,1143.18,0.0,3699.18,"['Barge22', 'Train30']",No,0,0,0
Request112,306.83,420.0,385.72,0.0,1112.55,"['Barge36', 'Train30']",No,0,0,0
Request113,221.33,480.0,623.37,0.0,1324.71,"['Barge07', 'Barge48', 'Truck33.18']",No,0,0,0
Request114,310.5,378.0,362.46,0.0,1050.96,"['Barge45', 'Truck32.19']",No,0,0,0
Request115,180.15,324.0,1403.66,0.0,1907.81,['Train15'],No,0,0,0
Request116,659.47,192.0,275.78,0.0,1127.25,"['Barge01', 'Barge39']",Yes,0,1,0
Request117,198.0,132.0,276.71,0.0,606.71,['Barge35'],No,0,0,0
Request118,765.25,540.0,2339.44,0.0,3644.69,['Train15'],No,0,0,0
Request119,1768.43,936.0,4055.02,921.7,7681.16,['Train15'],No,0,0,0
Request12,136.95,378.0,806.49,0.0,1321.44,"['Barge17', 'Truck30.2']",No,0,0,0
Request120,101.42,240.0,314.02,0.0,655.43,"['Barge33', 'Barge48', 'Truck33.20']",No,0,0,0
Request121,647.5,1008.0,727.82,0.0,2383.32,"['Train24', 'Train29']",No,0,0,0
Request122,548.82,156.0,205.91,0.0,910.72,"['Barge05', 'Barge48']",No,0,0,0
Request123,164.0,336.0,322.19,0.0,822.19,"['Barge45', 'Truck32.21']",No,0,0,0
Request124,198.1,216.0,935.77,0.0,1349.88,['Train15'],No,0,0,0
Request125,200.55,432.0,565.23,0.0,1197.78,"['Barge33', 'Barge48', 'Truck33.22']",No,0,0,0
Request126,1704.68,966.0,701.58,0.0,3372.26,"['Barge26', 'Train32']",No,0,0,0
