Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,130.2,294.0,410.27,0.0,834.47,"['Barge17', 'Truck29.21']",Yes,0,1,0
Request10,649.37,588.0,427.05,0.0,1664.41,"['Barge26', 'Train32']",Yes,0,1,0
Request100,195.0,78.0,163.51,0.0,436.51,['Barge35'],No,0,0,0
Request101,283.67,120.0,316.78,0.0,720.44,['Barge31'],Yes,0,1,0
Request102,2333.2,1008.0,732.08,0.0,4073.28,"['Barge26', 'Train32']",No,0,0,0
Request103,412.13,96.0,136.15,0.0,644.29,"['Barge33', 'Barge48']",Yes,0,1,0
Request104,136.0,48.0,100.62,0.0,284.62,['Barge35'],No,0,0,0
Request105,770.42,1050.0,1465.26,0.0,3285.68,"['Barge17', 'Truck29.30']",No,0,0,0
Request106,933.8,504.0,1523.41,0.0,2961.21,"['Barge36', 'Train31']",No,0,0,0
Request107,1449.77,138.0,235.72,0.0,1823.49,['Barge28'],Yes,0,1,0
Request108,393.5,540.0,2339.44,0.0,3272.94,['Train15'],No,0,0,0
Request109,615.07,168.0,221.74,35.0,1039.81,"['Barge06', 'Barge48']",Yes,0,1,0
Request11,932.5,180.0,237.58,0.0,1350.08,"['Barge04', 'Barge48']",Yes,0,1,0
Request110,379.95,378.0,274.53,0.0,1032.48,"['Barge26', 'Train32']",No,0,0,0
Request111,1180.0,1260.0,1143.18,0.0,3583.18,"['Barge22', 'Train30']",No,0,0,0
Request112,268.17,420.0,385.72,0.0,1073.88,"['Barge36', 'Train30']",No,0,0,0
Request113,278.33,480.0,633.58,0.0,1391.91,"['Barge07', 'Barge48', 'Truck33.47']",Yes,0,1,0
Request114,339.3,378.0,362.46,0.0,1079.76,"['Barge45', 'Truck32.45']",Yes,0,1,0
Request115,182.1,324.0,1403.66,0.0,1909.76,['Train15'],No,0,0,0
Request116,390.13,192.0,275.78,0.0,857.92,"['Barge01', 'Barge39']",No,0,0,0
Request117,180.0,120.0,251.56,0.0,551.56,['Barge35'],No,0,0,0
Request118,768.5,540.0,2339.44,0.0,3647.94,['Train15'],No,0,0,0
Request119,1774.07,936.0,4055.02,927.33,7692.42,['Train15'],No,0,0,0
Request12,194.4,378.0,806.49,0.0,1378.89,"['Barge17', 'Truck30.22']",Yes,0,1,0
Request120,130.08,240.0,317.59,0.0,687.67,"['Barge33', 'Barge48', 'Truck33.48']",Yes,0,1,0
Request121,647.5,1008.0,727.82,0.0,2383.32,"['Train24', 'Train29']",No,0,0,0
Request122,644.58,156.0,205.91,0.0,1006.49,"['Barge05', 'Barge48']",Yes,0,1,0
Request123,189.6,336.0,322.19,0.0,847.79,"['Barge45', 'Truck32.46']",Yes,0,1,0
Request124,199.4,216.0,935.77,0.0,1351.17,['Train15'],No,0,0,0
Request125,252.15,432.0,571.66,0.0,1255.81,"['Barge33', 'Barge48', 'Truck33.49']",Yes,0,1,0
Request126,1706.98,966.0,701.58,0.0,3374.56,"['Barge26', 'Train32']",No,0,0,0
Request127,1951.6,336.0,443.49,0.0,2731.09,"['Barge04', 'Barge48']",Yes,0,2,0
Request128,1107.83,714.0,2013.08,38.82,3873.73,"['Barge45', 'Train33']",Yes,0,1,0
Request129,241.35,378.0,1142.55,0.0,1761.9,"['Barge36', 'Train31']",No,0,0,0
Request13,168.6,252.0,169.05,0.0,589.65,"['Barge36', 'Train29']",Yes,0,1,0
Request130,1025.27,504.0,2183.48,0.0,3712.74,['Train15'],No,0,0,0
Request131,1035.23,1092.0,1002.86,0.0,3130.1,"['Barge36', 'Train30']",No,0,0,0
Request132,552.38,462.0,1307.7,0.0,2322.09,"['Barge26', 'Train33']",No,0,0,0
Request133,1517.15,798.0,2412.06,0.0,4727.21,"['Barge35', 'Train31']",Yes,0,1,0
Request134,1226.67,1800.0,3769.09,0.0,6795.76,"['Train24', 'Train31']",Yes,0,1,0
Request135,488.0,288.0,1247.7,0.0,2023.7,['Train15'],No,0,0,0
Request136,273.9,54.0,142.55,0.0,470.45,['Barge31'],Yes,0,1,0
Request137,367.65,1134.0,1582.49,0.0,3084.14,"['Barge17', 'Truck29.52']",No,0,0,0
Request138,2550.6,1248.0,3288.6,1594.23,8681.43,"['Barge40', 'Barge47', 'Train31']",Yes,0,2,0
Request139,396.0,54.0,96.43,0.0,546.43,['Barge38'],No,0,0,0
Request14,810.0,162.0,415.07,0.0,1387.07,['Barge37'],No,0,0,0
Request140,385.0,120.0,172.36,0.0,677.36,"['Barge01', 'Barge39']",Yes,0,1,0
Request141,350.48,714.0,1523.36,0.0,2587.85,"['Barge17', 'Truck30.53']",No,0,0,0
Request142,414.25,630.0,879.16,0.0,1923.41,"['Barge17', 'Truck29.54']",No,0,0,0
Request143,2789.37,1092.0,3078.83,0.0,6960.19,"['Barge45', 'Train33']",No,0,0,0
Request144,516.0,288.0,413.67,0.0,1217.67,"['Barge01', 'Barge39']",Yes,0,1,0
Request145,82.17,30.0,79.19,0.0,191.36,['Barge31'],No,0,0,0
Request146,767.7,162.0,427.65,0.0,1357.35,['Barge31'],No,0,0,0
Request147,1537.0,1044.0,1809.16,0.0,4390.16,['Train09'],No,0,0,0
Request148,134.63,588.0,820.55,0.0,1543.18,"['Barge17', 'Truck29.55']",No,0,0,0
Request149,266.5,546.0,1164.92,0.0,1977.42,"['Barge19', 'Truck30.56']",No,0,0,0
Request15,197.0,90.0,181.68,0.0,468.68,['Barge17'],Yes,0,1,0
Request150,81.0,252.0,537.66,0.0,870.66,"['Barge19', 'Truck30.57']",No,0,0,0
Request151,711.88,66.0,158.85,0.0,936.74,['Barge45'],No,0,0,0
Request152,619.27,168.0,339.14,0.0,1126.41,['Barge17'],No,0,0,0
Request153,121.45,84.0,110.87,0.0,316.32,"['Barge07', 'Barge48']",Yes,0,2,0
