Shipment,Storage Cost,Handling Cost,Travel Cost,Delay Penalty,Total Cost,Itinerary,Assigned to RL,Missed Service,Wait Actions,Reassign Actions
Request1,85.52,294.0,410.27,0.0,789.79,"['Barge17', 'Truck29.1']",No,0,0,0
Request10,988.17,588.0,859.68,1724.57,4160.41,"['Barge26', 'Truck33.25']",Yes,0,1,0
Request100,195.0,78.0,163.51,0.0,436.51,['Barge35'],No,0,0,0
Request101,200.0,120.0,316.78,0.0,636.78,['Barge31'],No,0,0,0
Request102,2327.6,1008.0,732.08,0.0,4067.68,"['Barge26', 'Train32']",No,0,0,0
Request103,366.27,96.0,130.44,0.0,592.7,"['Barge33', 'Barge48']",Yes,0,1,0
Request104,136.0,48.0,100.62,0.0,284.62,['Barge35'],No,0,0,0
Request105,775.83,1050.0,1465.26,0.0,3291.1,"['Barge17', 'Truck29.27']",No,0,0,0
Request106,933.8,504.0,1523.41,0.0,2961.21,"['Barge36', 'Train31']",Yes,0,1,0
Request107,1311.0,138.0,857.85,151.42,2458.26,['Barge28'],No,0,0,0
Request108,390.0,540.0,2339.44,0.0,3269.44,['Train15'],Yes,0,1,0
Request109,516.37,168.0,221.74,0.0,906.11,"['Barge06', 'Barge48']",No,0,0,0
Request11,932.5,180.0,237.58,0.0,1350.08,"['Barge04', 'Barge48']",No,0,0,0
Request110,377.85,378.0,274.53,0.0,1030.38,"['Barge26', 'Train32']",No,0,0,0
Request111,1180.0,1260.0,1143.18,0.0,3583.18,"['Barge22', 'Train30']",No,0,0,0
Request112,252.83,420.0,385.72,0.0,1058.55,"['Barge36', 'Train30']",No,0,0,0
Request113,224.5,480.0,623.37,0.0,1327.87,"['Barge07', 'Barge48', 'Truck33.28']",No,0,0,0
Request114,310.5,378.0,362.46,0.0,1050.96,"['Barge45', 'Truck32.29']",No,0,0,0
Request115,180.0,324.0,1403.66,0.0,1907.66,['Train15'],Yes,0,1,0
Request116,390.13,192.0,275.78,0.0,857.92,"['Barge01', 'Barge39']",No,0,0,0
Request117,198.0,132.0,276.71,0.0,606.71,['Barge35'],No,0,0,0
Request118,765.0,540.0,2339.44,0.0,3644.44,['Train15'],Yes,0,1,0
Request119,1768.0,936.0,4055.02,921.27,7680.29,['Train15'],Yes,0,1,0
Request12,136.95,378.0,806.49,0.0,1321.44,"['Barge17', 'Truck30.2']",No,0,0,0
